Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),distance,Prepn_Time
27.0,5.0,Sandstorms,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,28,11.905704284153522,10
31.0,5.0,Sunny,Medium,2,Snack,motorcycle,1.0,No,Metropolitian,18,19.63124518378524,10
39.0,4.6,Stormy,Medium,0,Snack,motorcycle,0.0,No,Urban,33,6.118655404534047,5
28.0,4.9,Cloudy,Jam,2,Drinks,scooter,0.0,No,Metropolitian,33,4.654148771748324,10
34.0,4.9,Sandstorms,Medium,2,Snack,electric_scooter,0.0,No,Urban,25,4.588712137571156,10
24.0,4.3,Windy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,26,1.5179978116866137,15
29.0,4.8,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,20,13.66085535805377,10
23.0,4.7,Cloudy,High,1,Drinks,scooter,0.0,No,Metropolitian,33,1.4673410765259325,5
37.0,4.8,Fog,Low,2,Drinks,scooter,0.0,No,Metropolitian,15,1.5690347154047222,5
23.0,4.7,Sunny,Low,2,Buffet,scooter,1.0,No,Urban,22,9.043193297635534,15
35.0,4.4,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Urban,43,20.211944745235332,5
33.0,4.1,Windy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,23,3.0681042076743528,10
30.0,4.9,Sunny,Low,1,Buffet,scooter,1.0,No,Metropolitian,19,9.204184967774694,15
37.0,4.6,Sunny,Medium,2,Snack,motorcycle,1.0,No,Metropolitian,15,4.64796321502366,5
37.0,4.7,Stormy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,28,7.452472660009935,15
28.0,4.2,Stormy,Jam,0,Snack,motorcycle,2.0,No,Metropolitian,33,12.054608307353124,15
31.0,4.1,Fog,Jam,1,Drinks,motorcycle,1.0,No,Urban,43,20.832850885767474,5
39.0,4.6,Windy,Medium,1,Snack,scooter,1.0,No,Metropolitian,22,19.729460138980883,5
39.0,4.7,Sunny,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,27,13.946382240927942,15
29.0,4.6,Sunny,Jam,2,Snack,scooter,1.0,No,Metropolitian,11,12.23488188507615,10
30.0,4.7,Fog,Low,3,Meal,motorcycle,0.0,No,Metropolitian,21,3.0224814348022706,0
26.0,4.8,Fog,High,2,Buffet,scooter,1.0,No,Metropolitian,30,6.0314664054696205,5
38.0,4.1,Sandstorms,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,36,10.625600819309248,5
26.0,3.8,Sunny,High,0,Drinks,motorcycle,0.0,No,Metropolitian,41,6.197305829662236,10
32.0,4.2,Fog,Jam,2,Meal,electric_scooter,2.0,No,Metropolitian,49,13.713529923593088,15
25.0,5.0,Windy,Low,1,Meal,motorcycle,0.0,No,Metropolitian,16,1.5103782350769634,5
36.0,4.7,Sunny,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,25,1.5690347154047222,15
35.0,4.9,Sunny,Low,1,Snack,motorcycle,1.0,No,Metropolitian,13,1.4674491427636618,10
26.0,4.7,Stormy,Low,1,Meal,scooter,1.0,No,Urban,19,4.4713218724271755,10
24.0,4.5,Fog,Medium,0,Meal,motorcycle,2.0,No,Metropolitian,43,10.687692480486225,10
21.0,4.8,Windy,Low,2,Meal,motorcycle,1.0,No,Urban,17,19.883303108924473,15
22.0,4.2,Stormy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,28,3.0992433209272896,10
33.0,4.9,Stormy,High,2,Drinks,electric_scooter,1.0,No,Metropolitian,27,6.20541663672186,5
35.0,4.5,Fog,Low,0,Snack,motorcycle,1.0,No,Metropolitian,29,1.5103183815574097,10
20.0,4.9,Windy,High,2,Snack,electric_scooter,1.0,No,Metropolitian,24,6.10820338181505,10
31.0,4.2,Windy,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,38,17.102556449838982,15
25.0,4.7,Sunny,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,11,10.415553616088543,15
37.0,4.4,Stormy,Medium,1,Snack,motorcycle,0.0,No,Metropolitian,32,7.438434464349649,10
30.0,4.4,Windy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,23,4.707104052532131,10
30.0,4.5,Stormy,Low,2,Buffet,scooter,0.0,No,Metropolitian,23,3.0359488095300162,15
26.0,4.9,Stormy,Jam,1,Drinks,scooter,0.0,No,Metropolitian,15,20.539846196650217,5
38.0,4.9,Windy,High,0,Drinks,motorcycle,1.0,No,Metropolitian,35,6.197029528170028,10
32.0,4.6,Sandstorms,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,25,4.537508178520531,5
29.0,2.9,Sunny,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,38,13.739092156271393,5
30.0,4.8,Stormy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,26,12.327336884538303,5
34.0,3.7,Sandstorms,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,38,12.1426704162829,15
38.0,3.7,Sandstorms,Jam,1,Drinks,motorcycle,2.0,No,Metropolitian,34,10.844486788384007,10
31.0,4.9,Sunny,Jam,2,Buffet,scooter,0.0,No,Metropolitian,17,4.530898781872517,5
28.0,4.7,Sandstorms,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,18,10.983241696284242,10
24.0,4.7,Fog,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,17,1.4882514790819021,10
37.0,3.6,Stormy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,33,10.884207405487084,15
37.0,4.1,Sandstorms,High,0,Buffet,motorcycle,2.0,No,Metropolitian,41,6.071959917195017,5
38.0,4.1,Stormy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,27,3.0206687990832064,10
38.0,4.9,Sandstorms,Low,1,Drinks,scooter,1.0,No,Metropolitian,26,3.099243404030397,10
37.0,5.0,Sunny,Low,0,Snack,motorcycle,1.0,No,Urban,23,19.659044411801727,15
37.0,5.0,Sunny,Low,1,Snack,motorcycle,0.0,No,Metropolitian,15,10.686337988740375,5
31.0,4.4,Windy,Low,0,Drinks,motorcycle,1.0,No,Urban,27,1.5340003126294082,15
29.0,4.5,Cloudy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,23,12.32702960185409,15
26.0,4.2,Fog,Jam,1,Buffet,scooter,2.0,Yes,Metropolitian,40,17.041308859939207,5
31.0,4.8,Stormy,Medium,2,Snack,scooter,1.0,No,Metropolitian,27,9.295709283635105,15
29.0,4.7,Cloudy,High,0,Buffet,motorcycle,0.0,No,Metropolitian,27,6.219458576533025,5
23.0,4.7,Stormy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,20,13.660741162989456,10
31.0,4.6,Sandstorms,Low,2,Meal,scooter,1.0,No,Urban,28,1.5072996139916957,5
23.0,4.8,Stormy,Jam,2,Snack,scooter,1.0,No,Metropolitian,22,10.858950700039014,15
36.0,4.7,Cloudy,Jam,0,Meal,motorcycle,0.0,Yes,Metropolitian,45,20.828106028653227,5
30.0,4.7,Sandstorms,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,38,12.216036309455992,0
25.0,4.8,Sandstorms,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,26,16.870783873977445,5
30.0,4.7,Windy,Jam,1,Drinks,scooter,0.0,No,Metropolitian,23,19.941385867885913,0
21.0,4.7,Cloudy,Jam,1,Drinks,motorcycle,1.0,No,Urban,41,12.392704620939153,15
20.0,4.6,Stormy,Medium,1,Snack,scooter,0.0,No,Urban,23,12.089384946487588,5
20.0,4.0,Fog,Jam,1,Snack,scooter,1.0,No,Metropolitian,34,13.745187955153046,15
31.0,4.0,Fog,Medium,2,Meal,scooter,1.0,No,Metropolitian,38,16.612285246196407,5
28.0,4.5,Sunny,Medium,2,Drinks,scooter,1.0,No,Metropolitian,15,16.821191645783845,5
38.0,4.8,Sunny,Medium,1,Meal,scooter,1.0,No,Metropolitian,23,19.939991178012804,15
38.0,4.2,Fog,High,0,Drinks,motorcycle,1.0,No,Metropolitian,32,3.055396260642662,10
21.0,4.9,Sunny,Jam,2,Buffet,motorcycle,0.0,No,Urban,17,9.414207472710384,10
30.0,4.3,Windy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,38,17.25937671693666,5
33.0,4.9,Stormy,Medium,1,Meal,scooter,1.0,No,Metropolitian,30,4.64782413304398,5
26.0,4.7,Sunny,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,21,4.602127561785206,15
31.0,4.2,Sandstorms,High,0,Meal,motorcycle,2.0,No,Metropolitian,33,1.463988951213606,5
29.0,5.0,Sunny,Medium,2,Snack,scooter,0.0,No,Metropolitian,17,6.1978071330011595,5
21.0,5.0,Stormy,Low,0,Meal,motorcycle,0.0,No,Urban,24,13.660333743166278,5
39.0,5.0,Fog,Low,0,Snack,motorcycle,1.0,No,Metropolitian,39,10.844486788384007,15
33.0,4.5,Fog,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,30,17.043069629578348,10
33.0,4.6,Cloudy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,29,1.5268091860757427,5
28.0,4.6,Windy,Low,1,Snack,motorcycle,0.0,No,Metropolitian,10,1.5341125401528894,10
31.0,5.0,Sunny,Low,2,Buffet,electric_scooter,0.0,No,Metropolitian,18,3.05384096930075,5
26.0,4.3,Cloudy,Jam,1,Buffet,motorcycle,2.0,No,Metropolitian,36,16.369397991530544,15
32.0,4.5,Fog,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,28,9.297357613567044,5
28.0,4.7,Fog,Jam,2,Drinks,scooter,0.0,No,Metropolitian,30,10.625600819309248,5
27.0,4.7,Stormy,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,14,6.107424091719353,10
24.0,4.1,Sandstorms,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,25,7.551455556046012,10
33.0,4.0,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,31,3.0206750082467804,10
27.0,4.9,Cloudy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,33,20.863355200421427,15
21.0,5.0,Stormy,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,17,12.142145823760126,10
29.0,5.0,Stormy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,38,12.271866644290368,5
37.0,4.4,Stormy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,33,16.369397991530544,15
32.0,5.0,Sandstorms,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,37,20.142952733281334,5
28.0,4.6,Fog,Low,0,Snack,motorcycle,1.0,No,Urban,22,19.883194540663208,10
26.0,5.0,Fog,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,23,17.042634005429182,10
24.0,4.8,Sunny,Low,2,Meal,motorcycle,1.0,No,Urban,24,3.0985746646299557,15
34.0,3.6,Windy,Jam,1,Snack,scooter,1.0,No,Metropolitian,40,16.63516797493171,15
37.0,4.7,Fog,Low,2,Snack,scooter,0.0,No,Urban,30,10.883997392153184,15
29.0,4.8,Cloudy,Medium,2,Snack,electric_scooter,0.0,No,Metropolitian,15,6.117941643988992,15
39.0,4.7,Cloudy,Low,0,Snack,motorcycle,0.0,No,Metropolitian,21,3.1380694073889375,5
25.0,4.6,Sunny,Jam,1,Snack,scooter,0.0,No,Metropolitian,20,16.57774743864916,5
25.0,4.8,Windy,Medium,2,Snack,scooter,1.0,No,Urban,21,6.136227883481779,10
30.0,4.7,Windy,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,46,4.648491109478169,0
27.0,5.0,Sandstorms,Jam,1,Drinks,scooter,1.0,No,Urban,29,16.6351168936998,10
33.0,4.6,Windy,Low,1,Meal,scooter,1.0,No,Metropolitian,15,17.25937671693666,5
21.0,4.7,Stormy,Low,1,Snack,scooter,1.0,No,Urban,15,7.845173108613386,5
25.0,4.7,Windy,Jam,1,Meal,scooter,0.0,No,Metropolitian,25,10.687541344886501,10
24.0,4.8,Sandstorms,High,1,Drinks,motorcycle,1.0,No,Metropolitian,28,1.5574189452688545,5
34.0,4.4,Windy,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,40,10.983241696284242,15
28.0,4.9,Sandstorms,Jam,1,Snack,motorcycle,1.0,No,Urban,17,4.553630633714709,10
33.0,4.7,Sunny,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,20,4.707104052532131,5
28.0,4.1,Stormy,Jam,0,Drinks,motorcycle,1.0,No,Urban,33,16.366038203855815,15
29.0,4.7,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Urban,22,16.57774743864916,10
38.0,4.7,Fog,Low,0,Snack,motorcycle,1.0,No,Urban,28,7.634236711867242,5
31.0,5.0,Sandstorms,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,29,4.707104052532131,15
36.0,4.2,Stormy,Jam,0,Snack,motorcycle,3.0,No,Metropolitian,42,10.571467838353092,10
21.0,4.8,Sunny,Jam,2,Drinks,motorcycle,0.0,No,Metropolitian,11,20.138426124805285,5
35.0,4.1,Stormy,Medium,0,Buffet,motorcycle,2.0,No,Metropolitian,42,10.571070841305188,10
34.0,4.5,Fog,Jam,1,Drinks,scooter,1.0,No,Metropolitian,29,4.707104052532131,10
36.0,5.0,Cloudy,Medium,2,Buffet,electric_scooter,1.0,No,Metropolitian,16,4.602127561785206,15
39.0,4.5,Stormy,Low,0,Snack,motorcycle,1.0,No,Urban,28,1.5495096221395899,5
23.0,4.6,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Urban,24,13.610673965426368,15
25.0,5.0,Stormy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,31,16.822273614879723,15
20.0,4.9,Cloudy,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,22,7.551093149239606,15
38.0,4.7,Sunny,Low,0,Drinks,motorcycle,1.0,No,Urban,29,2.9761590211443525,5
35.0,4.7,Cloudy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,22,9.329363924112965,10
23.0,5.0,Stormy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,22,20.39744277518833,15
34.0,4.5,Fog,Medium,2,Drinks,electric_scooter,1.0,No,Urban,18,7.557184314129856,5
34.0,4.6,Fog,Medium,1,Drinks,motorcycle,2.0,No,Urban,43,17.25937671693666,15
30.0,4.7,Windy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,29,19.730956081865795,5
31.0,4.5,Fog,High,0,Buffet,motorcycle,0.0,No,Metropolitian,25,6.071710271577742,5
30.0,4.7,Cloudy,Jam,0,Meal,motorcycle,3.0,Yes,Semi-Urban,47,11.902848315193973,0
22.0,4.9,Sunny,Jam,1,Meal,scooter,1.0,No,Metropolitian,10,12.081765497939642,15
22.0,4.7,Sandstorms,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,27,4.537333134049501,5
36.0,4.9,Stormy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,26,7.535583995571136,15
28.0,4.7,Stormy,Jam,2,Snack,scooter,1.0,No,Metropolitian,21,13.591016959865945,5
33.0,4.8,Cloudy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,26,1.5125398285985738,5
24.0,2.6,Sunny,Low,1,Drinks,scooter,1.0,Yes,Metropolitian,43,13.390909796014382,10
38.0,4.6,Sunny,Medium,2,Buffet,scooter,1.0,No,Urban,20,6.205589948339296,10
27.0,4.6,Stormy,Medium,1,Snack,scooter,1.0,No,Metropolitian,27,12.552275755914396,15
25.0,5.0,Sandstorms,High,0,Meal,motorcycle,1.0,No,Metropolitian,33,6.117886264150339,15
22.0,4.7,Windy,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,20,4.471332442377206,10
32.0,4.6,Sandstorms,Medium,2,Meal,motorcycle,0.0,No,Urban,25,17.044162145029446,5
31.0,4.9,Stormy,Medium,2,Buffet,electric_scooter,0.0,No,Metropolitian,28,5.951847295146883,10
25.0,4.6,Sandstorms,Jam,1,Meal,scooter,1.0,No,Metropolitian,29,13.944615768514558,5
27.0,4.8,Fog,High,2,Snack,motorcycle,0.0,No,Metropolitian,33,5.946059111429112,10
28.0,4.5,Cloudy,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,14,7.705351228274165,5
37.0,4.6,Sunny,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,28,3.068192569239217,10
21.0,4.6,Sandstorms,Low,2,Snack,scooter,0.0,No,Urban,10,17.25937671693666,5
28.0,4.9,Sandstorms,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,15,20.8074383056527,15
20.0,4.7,Cloudy,Medium,1,Buffet,scooter,1.0,No,Metropolitian,35,20.13785787559357,10
28.0,4.7,Sandstorms,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,14,3.1380694073889375,15
21.0,4.8,Fog,Medium,2,Snack,electric_scooter,1.0,No,Metropolitian,26,13.961570821957926,10
30.0,4.7,Sunny,Low,0,Snack,motorcycle,0.0,No,Urban,21,19.730174233134086,0
25.0,4.0,Cloudy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,31,7.747334644263657,15
30.0,4.7,Sandstorms,Medium,2,Meal,scooter,1.0,No,Metropolitian,21,12.438511516633827,10
35.0,4.2,Windy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,31,3.083948986451023,5
38.0,4.8,Sunny,Medium,2,Snack,scooter,1.0,No,Urban,24,4.648820436755552,15
25.0,4.9,Sunny,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,15,12.410873388860479,5
31.0,4.9,Stormy,Low,1,Drinks,scooter,1.0,No,Metropolitian,29,10.90149272789756,10
31.0,4.2,Cloudy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,37,7.7456765241019445,15
22.0,4.8,Fog,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,17,1.5276791467890163,10
35.0,4.6,Cloudy,Low,1,Snack,scooter,0.0,No,Urban,15,4.52182618432303,10
33.0,4.3,Cloudy,Jam,2,Snack,motorcycle,0.0,No,Metropolitian,38,12.056467912277832,10
34.0,4.3,Sandstorms,Jam,2,Drinks,motorcycle,1.0,Yes,Urban,44,19.34490682154861,15
30.0,4.7,Fog,Low,3,Drinks,electric_scooter,2.0,No,Metropolitian,44,10.703707932834622,0
24.0,3.6,Sunny,High,0,Buffet,motorcycle,1.0,No,Metropolitian,44,3.0537978384134963,5
30.0,4.7,Fog,Low,2,Drinks,scooter,0.0,No,Metropolitian,14,7.774272480836282,0
34.0,3.5,Stormy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,34,16.760222997504336,10
34.0,4.5,Sandstorms,High,2,Meal,electric_scooter,1.0,No,Metropolitian,26,6.2058879746346385,5
36.0,4.3,Stormy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,20,1.549492895278265,15
21.0,4.8,Sandstorms,Jam,2,Snack,scooter,1.0,No,Metropolitian,16,10.845941272791794,10
29.0,4.6,Sandstorms,Low,2,Snack,scooter,1.0,No,Metropolitian,18,3.1028516424561308,10
25.0,4.2,Sunny,High,0,Drinks,motorcycle,3.0,No,Semi-Urban,54,6.049870868802052,5
37.0,4.6,Windy,Low,1,Meal,scooter,1.0,No,Urban,23,7.319211490067478,15
24.0,5.0,Fog,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,32,9.20423484179557,10
24.0,4.9,Stormy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,16,11.90287349299374,5
25.0,4.9,Windy,Medium,1,Meal,motorcycle,1.0,No,Urban,16,20.212363674870236,10
26.0,4.9,Fog,High,1,Drinks,motorcycle,1.0,No,Metropolitian,33,6.071667504672453,10
24.0,4.1,Windy,Low,0,Snack,motorcycle,0.0,No,Urban,16,7.670169545372539,15
25.0,4.6,Fog,Medium,2,Snack,electric_scooter,1.0,No,Metropolitian,16,6.197305829662236,10
39.0,4.7,Cloudy,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,30,4.582241705523986,5
26.0,4.8,Cloudy,Medium,0,Buffet,motorcycle,1.0,No,Urban,32,12.236050766443851,5
23.0,4.8,Cloudy,Low,0,Snack,motorcycle,1.0,No,Urban,20,19.590887799045845,10
33.0,4.7,Stormy,Low,2,Meal,scooter,0.0,No,Metropolitian,24,3.0544141238528257,5
30.0,4.8,Windy,Low,2,Snack,scooter,0.0,No,Metropolitian,23,9.247384045507582,15
37.0,4.5,Windy,Low,2,Buffet,motorcycle,1.0,No,Urban,26,11.902753837483976,15
20.0,4.6,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,15,7.638171707374927,5
26.0,4.8,Windy,Low,1,Meal,motorcycle,1.0,No,Urban,13,7.63428071943171,15
27.0,4.5,Sandstorms,Medium,0,Drinks,motorcycle,1.0,No,Urban,26,13.9446678681882,15
25.0,4.7,Stormy,Low,1,Snack,motorcycle,1.0,No,Metropolitian,17,9.174732338667047,10
33.0,4.5,Sandstorms,Medium,2,Drinks,electric_scooter,1.0,No,Metropolitian,26,6.110461409424714,15
27.0,4.7,Windy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,18,4.664602978341938,15
32.0,4.7,Windy,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,42,8.803752660551115,5
38.0,4.8,Fog,Low,2,Buffet,motorcycle,0.0,No,Metropolitian,17,8.927404257514164,15
24.0,4.9,Sandstorms,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,15,7.551392642751796,10
23.0,4.6,Sunny,Low,2,Snack,scooter,0.0,No,Metropolitian,26,16.612811401643608,5
22.0,4.8,Windy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,35,4.521558384389735,5
20.0,4.3,Fog,Jam,2,Snack,scooter,0.0,No,Metropolitian,41,13.205190138616988,10
23.0,5.0,Cloudy,High,2,Buffet,electric_scooter,1.0,No,Metropolitian,25,6.164772214563686,10
36.0,3.7,Stormy,Medium,1,Meal,scooter,1.0,No,Metropolitian,36,13.611105169020725,5
32.0,4.5,Sandstorms,High,1,Buffet,motorcycle,1.0,No,Metropolitian,29,2.992501880665145,5
36.0,4.8,Cloudy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,46,10.70609858733306,15
28.0,4.8,Windy,Jam,1,Snack,scooter,0.0,No,Metropolitian,25,20.827407215133082,5
34.0,5.0,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Metropolitian,25,12.218115841455665,5
23.0,4.5,Fog,High,1,Drinks,motorcycle,1.0,No,Metropolitian,29,6.049679408115345,15
22.0,4.0,Sandstorms,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,32,7.747850339383857,5
24.0,5.0,Stormy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,33,17.042964394208248,5
29.0,5.0,Cloudy,High,2,Drinks,scooter,1.0,No,Metropolitian,31,5.961649333153061,10
35.0,4.9,Cloudy,Low,1,Snack,motorcycle,0.0,No,Metropolitian,19,3.0682457244058714,15
25.0,5.0,Sunny,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,23,1.5491932644163453,15
25.0,4.9,Fog,Medium,2,Drinks,scooter,0.0,No,Metropolitian,26,13.591016959865945,10
34.0,4.7,Fog,Low,0,Snack,motorcycle,1.0,No,Metropolitian,20,1.5271741659788676,10
21.0,4.8,Cloudy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,27,4.707104052532131,15
34.0,5.0,Sunny,Jam,2,Snack,electric_scooter,0.0,No,Metropolitian,17,7.557198372413715,15
22.0,4.8,Cloudy,Jam,1,Snack,motorcycle,0.0,No,Urban,44,11.900805953032062,15
32.0,4.6,Sunny,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,21,19.8815673404154,15
21.0,4.9,Fog,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,33,10.57148959092966,10
32.0,4.2,Cloudy,Low,1,Meal,motorcycle,1.0,No,Metropolitian,32,13.599227972592791,10
37.0,4.7,Sunny,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,43,13.86851789102895,10
23.0,5.0,Sunny,Low,2,Meal,scooter,0.0,No,Metropolitian,19,1.510312629964539,15
24.0,4.8,Fog,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,18,1.507237130349419,10
39.0,4.9,Fog,Jam,2,Drinks,scooter,1.0,No,Metropolitian,25,4.707104052532131,5
22.0,4.9,Sandstorms,Low,2,Meal,scooter,1.0,No,Metropolitian,18,17.042984733537466,5
30.0,4.7,Cloudy,Jam,2,Buffet,scooter,2.0,No,Metropolitian,33,12.410728073817122,0
22.0,4.7,Sunny,Jam,0,Meal,motorcycle,0.0,No,Urban,18,13.390474440530125,15
31.0,4.7,Fog,Low,1,Snack,scooter,1.0,No,Urban,30,20.82923788718981,5
35.0,4.6,Cloudy,Medium,2,Meal,electric_scooter,0.0,No,Urban,34,12.271760427740944,15
31.0,4.8,Sunny,Low,1,Snack,motorcycle,0.0,No,Urban,28,12.081317518219471,15
36.0,4.9,Windy,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,26,3.1380694073889375,10
31.0,4.8,Cloudy,Jam,2,Drinks,motorcycle,2.0,No,Metropolitian,39,9.107170517647793,10
32.0,4.7,Windy,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,27,4.707104052532131,15
38.0,4.9,Sandstorms,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,43,19.630567401615682,15
39.0,4.6,Windy,High,2,Drinks,motorcycle,1.0,No,Metropolitian,32,5.953310095151373,5
33.0,4.9,Sunny,Low,1,Snack,scooter,0.0,No,Metropolitian,11,1.5690347154047222,15
32.0,4.7,Cloudy,Medium,0,Meal,motorcycle,3.0,No,Metropolitian,47,12.236154541166353,10
32.0,3.5,Sandstorms,Jam,1,Buffet,scooter,1.0,No,Metropolitian,42,12.056531044074031,5
25.0,4.8,Stormy,High,2,Snack,motorcycle,0.0,No,Metropolitian,27,1.5179250227141141,5
30.0,4.7,Sandstorms,Low,0,Snack,motorcycle,0.0,No,Urban,17,13.868094237210705,0
35.0,4.7,Windy,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,25,19.63102373000642,15
30.0,4.7,Fog,Low,3,Drinks,scooter,1.0,No,Metropolitian,27,6.197250523008698,0
30.0,4.7,Fog,Low,3,Meal,electric_scooter,1.0,Yes,Metropolitian,46,13.737901435757422,0
21.0,4.5,Sunny,Medium,2,Snack,motorcycle,0.0,No,Metropolitian,17,17.063875285431163,5
36.0,4.5,Sandstorms,Low,0,Meal,motorcycle,0.0,No,Metropolitian,22,9.32946504329119,5
34.0,4.7,Windy,Low,2,Buffet,scooter,1.0,No,Metropolitian,26,1.5340993371335307,10
24.0,4.7,Sunny,Low,2,Buffet,electric_scooter,0.0,No,Metropolitian,18,1.5103108007659514,5
29.0,4.7,Sunny,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,19,13.563296444846982,5
25.0,4.7,Fog,Jam,0,Buffet,motorcycle,1.0,No,Urban,25,9.162729174053524,15
39.0,4.3,Stormy,Jam,2,Snack,scooter,2.0,No,Metropolitian,42,17.06389883948774,10
35.0,4.8,Sunny,Jam,1,Meal,motorcycle,1.0,No,Urban,26,17.25937671693666,10
38.0,4.0,Fog,Jam,1,Drinks,motorcycle,2.0,No,Metropolitian,40,10.54796136573478,5
31.0,4.9,Windy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,23,1.554893122541528,5
35.0,4.5,Fog,Low,1,Drinks,motorcycle,1.0,No,Urban,17,1.4880439990028753,5
30.0,4.7,Fog,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,17,19.630243872265797,0
24.0,4.7,Cloudy,Low,2,Drinks,scooter,1.0,No,Urban,15,1.5070049749655792,10
35.0,4.5,Sunny,Medium,2,Buffet,scooter,1.0,No,Metropolitian,15,4.647625792527508,5
